appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,languages,genre,tags
80435,Guardians of Graxia Trailer,,,,65,93,0,20000,0,0,0,0,0,0,0,0,,,"35,15,8,8,7"
80436,Emergency 2012 Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80437,Woody Two-Legs - Trailer,Nitro Games ,Paradox Interactive,,31,24,0,20000,0,0,0,0,0,0,0,0,,,"25,6"
80438,Poker Night at the Inventory Trailer,,,,6830,1017,0,20000,0,0,0,0,0,0,0,0,,,"295,220,214,173,160,78,76,60,42,35,26,25,24,22,21,16,15,12,8,5"
80439,Pound of Ground Trailer,Centauri Production,Bohemia Interactive,,78,49,0,20000,0,0,0,0,0,0,0,0,,,"32,20,7,6,5"
80440,Men of War Assault Squad Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80441,Railworks 2 Flying Scotsman Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80442,Archon Classic Trailer,React Games,React Games,,95,17,0,20000,0,0,0,0,0,0,0,0,,,"32,27,13,10,8,8,7,5,5"
80443,Clones Trailer,Tomkorp Computer Solutions Inc.,Tomkorp Computer Solutions Inc.,,245,80,0,20000,0,0,0,0,0,0,0,0,,,"33,30,21,13,10,9"
80444,Alien Breed 3: Descent Trailer,,,,242,90,0,20000,0,0,0,0,0,0,0,0,,,"52,25,18,18,16,16,9,9,6,6"
80445,Zen Bound 2 Trailer,,,,443,66,0,20000,0,0,0,0,0,0,0,0,,,"62,60,57,41,16,7"
80446,Blue Toad Murder Files: The Mysteries of Little Riddle Trailer,Relentless Software,Relentless Software,,59,12,0,20000,0,0,0,0,0,0,0,0,,,"29,25,8"
80447,The Witcher 2: Assassins of Kings Trailer,CD Projekt RED,"CD Projekt RED, Atari, Namco Bandai Games, 1C/Snowball ",,38815,4933,0,20000,0,0,0,0,0,0,0,0,,,"3,520,220,817,291,560,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
80448,nail'd Trailer,,,,863,214,0,20000,0,0,0,0,0,0,0,0,,,"76,25,16,9,7,7"
80449,Flight Control HD Trailer,,,,404,35,0,20000,0,0,0,0,0,0,0,0,,,"57,25,15,15,9,5,5,5"
80450,Ion Assault Trailer,Coreplay GmbH,bitComposer Games,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80451,Dungeon Defenders Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80452,Zombie Driver Blood Race Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80453,The Witcher 2 Game Play Censored Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80454,Power of Defense 1 Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80455,Red Orchestra 2 - Heroes of Stalingrad Trailer,,,,27702,2346,0,20000,0,0,0,0,0,0,0,0,,,"929,777,706,566,514,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
80456,Global Agenda (DE) Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80457,Power of Defense 1.1 Trailer,4sdk,4sdk,,9,25,0,20000,0,0,0,0,0,0,0,0,,,"26,24,10"
80458,System Protocol One Trailer,While True Fork,While True Fork,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80459,Rift Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80460,Emergency 2012 Trailer new,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80461,ARMA2 PMC Trailer,,,,240,48,0,20000,0,0,0,0,0,0,0,0,,,"44,36,34,15,14,13,11,10"
80462,RUSH Trailer,Two Tribes,Two Tribes,,1073,116,0,20000,0,0,0,0,0,0,0,0,,,"97,72,66,41,40,24,21"
80463,Diamond Dan ESRB Trailer,GrendelGames,GrendelGames,,33,12,0,20000,0,0,0,0,0,0,0,0,,,"27,26,26,23,11"
80464,CrimeCraft Bleedout Trailer,Vogster Entertainment,Vogster Entertainment,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80465,Greed Corp Trailer,W!Games,Vanguard Entertainment Group,,407,69,0,20000,0,0,0,0,0,0,0,0,,,"75,51,30,22,22,20,17,12,8"
80466,Deus Ex: Human Revolution Gameplay Trailer,Eidos Interactive,SQUARE ENIX,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80467,Battlefield Bad Company 2 - VIP Map Pack 7,,,,24188,4022,0,20000,0,0,0,0,0,0,0,0,,,"969,796,705,597,427,382,359,335,328,296,223,217,144,124,121,118,115,105,97,94"
80468,Test Drive Unlimited 2 ESRB Trailer,Eden Studios,Atari,98,4829,2770,62,20000,0,0,0,0,0,0,0,0,,,"456,345,191,174,169,92,77,73,69,63,60,53,53,48,47,19,7"
80469,Test Drive Unlimited 2 PEGI Trailer,,,98,4828,2769,62,20000,0,0,0,0,0,0,0,0,,,"456,345,191,174,169,92,77,73,69,63,60,53,53,48,47,19,7"
80470,Homefront - Developer Diary 2,,,,5770,3863,0,20000,0,0,0,0,0,0,0,0,,,"253,131,95,86,76,51,47,41,35,26,22,22,17,15,7"
80471,Homefront - Developer Diary 1,Kaos Studios,THQ,,5488,3668,0,20000,0,0,0,0,0,0,0,0,,,"104,90,73,70,61,37,30,28,28,20,19,19,13,13"
80472,Homefront - Dev Diary 1 (German),,,98,5330,3541,62,20000,0,0,0,0,0,0,0,0,,,"102,88,71,69,59,36,28,26,25,20,18,17,13,11"
80473,HF - Dev Diary 1 (French),,,,5750,3839,0,20000,0,0,0,0,0,0,0,0,,,"252,130,95,85,75,51,48,42,36,27,23,23,18,16,8"
80474,Homefront - Dev Diary 1 (Spanish),,,,5748,3841,0,20000,0,0,0,0,0,0,0,0,,,"252,130,95,85,75,51,48,42,36,27,23,23,18,16,8"
80475,Killing Floor Christmas 2010 Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80476,Dungeons Trailer,Realmforge Studios,Kalypso Media Digital,,214,267,0,20000,0,0,0,0,0,0,0,0,,,"47,36,12,9,9,7"
80477,The First Templar Trailer,Haemimont Games,Kalypso Media Digital,,473,208,0,20000,0,0,0,0,0,0,0,0,,,"60,53,36,31,29,27,24,20,12,12"
80478,Monday Night Combat Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80485,Doc Clock Trailer 1.1,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80486,Deus Ex Human Revolution Extended Cut (EN) (PEGI),,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80487,Deus Ex: Human Revolution Extended Trailer (ES),Eidos Interactive,SQUARE ENIX,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80488,Deus Ex: Human Revolution Extended Trailer (FR),Eidos Interactive,SQUARE ENIX,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80489,Deus Ex: Human Revolution Extended Trailer (IT),Eidos Interactive,SQUARE ENIX,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80490,Deus Ex: Human Revolution Extended Trailer (RU),Eidos Interactive,SQUARE ENIX,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80491,Deus Ex: Human Revolution Extended Trailer (EN) (ESRB),Eidos Interactive,SQUARE ENIX,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80492,Serious Sam HD Christmas Movie,Croteam,Devolver Digital,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80493,Double Civ DLC - Trailer,Firaxis Games,2K Games,,134469,5678,0,20000,0,0,0,0,0,0,0,0,,,"476,141,162,437,224,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
80494,Dive to the Titanic Trailer,RailSimulator.com,BigSims.com,,28,50,0,20000,0,0,0,0,0,0,0,0,English,Simulation,29
80495,Oddworld: Munch's Oddysee Trailer,Oddworld Inhabitants,Oddworld Inhabitants,,442,156,0,20000,0,0,0,0,0,0,0,0,,,"47,40,31,18,15,14,11,7,5"
80496,Oddworld: Stranger's Wrath Trailer,Oddworld Inhabitants,Oddworld Inhabitants,,764,145,0,20000,0,0,0,0,0,0,0,0,,,"74,70,44,42,33,31,31,21,16,14,11,11,7,7"
80497,Back to the Future Trailer,Telltale Games,Telltale Games,,1823,247,0,20000,0,0,0,0,0,0,0,0,English,Adventure,"145,126,87,84,59,53,40,38,30,23,13,8"
80498,Clickr Trailer,"Ntreev Soft Co., Ltd.","Ntreev Soft Co., Ltd.",99,402,99,78,20000,0,0,0,0,0,0,0,0,English,"Casual, Indie","43,38,37,7,5,5"
80500,Neverwinter Nights 2 Teaser,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80501,Neverwinter Nights 2: Mask of the Betrayer Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80502,Kaptain Brawe Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80503,Ride Em Low Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80504,ARES Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80505,Two Worlds II Trailer,,,,3031,2031,0,20000,0,0,0,0,0,0,0,0,,,"248,194,146,109,92,88,74,65,63,62,61,56,50,49,39,35,30,29,28,27"
80506,Two Worlds II Trailer PEGI,,,,3173,2085,0,20000,0,0,0,0,0,0,0,0,,,"428,204,154,112,96,90,76,71,67,64,61,58,51,51,41,36,30,30,29,27"
80507,Two Worlds 2 Trailer,,,,3057,2057,0,20000,0,0,0,0,0,0,0,0,,,"249,195,146,110,92,88,74,65,64,62,61,56,50,49,39,35,30,29,28,27"
80508,Drawn: The Painted Tower Trailer,Big Fish Games,Big Fish Games,,87,13,0,20000,0,0,0,0,0,0,0,0,,,"30,28,13,12,5"
80509,Drawn: The Painted Tower Intro Trailer,Big Fish Games,Big Fish Games,,92,13,0,20000,0,0,0,0,0,0,0,0,,,"31,28,13,12,6"
80510,Gratuitous Space Battle Galactic Conquest Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80511,Homefront - Dev Diary  3,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80512,Dragon Age 2 - Rise To Power,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80513,Dragon Age 2 - Destiny,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80514,APOX Trailer,BlueGiant Interactive,BlueGiant Interactive,,46,113,0,20000,0,0,0,0,0,0,0,0,,,"29,24,24,8"
80515,Homefront Developer Diary 3,Kaos Studios,THQ,,5455,3642,0,20000,0,0,0,0,0,0,0,0,,,"104,90,73,70,61,37,30,28,28,20,19,18,13,13"
80516,A.R.E.S. Extinction Agenda Trailer,Extend Studio,ORiGO GAMES,,565,252,0,20000,0,0,0,0,0,0,0,0,,,"84,82,61,50,27,24,23,17,17,15,12,7,5"
80517,Zeit2 Dev Diary,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80518,Mishap 2 Commercial,"Namco Networks America, Inc.","Namco Networks America, Inc.",,2,0,0,20000,0,0,0,0,0,0,0,0,,,"20,6"
80519,Mishap 2 Intro Trailer,"Namco Networks America, Inc.","Namco Networks America, Inc.",,2,0,0,20000,0,0,0,0,0,0,0,0,,,"20,6"
80520,Total War Shogun 2 - Music Dev Diary UK (EN),,,,22576,2260,0,20000,0,0,0,0,0,0,0,0,,,"1011,549,526,459,429,332,264,238,209,179,177,174,144,132,109,108,94,89,83,75"
80521,Total War: SHOGUN 2 - Music Dev Diary (ES),,,,22586,2288,0,20000,0,0,0,0,0,0,0,0,,,"1011,549,526,459,429,332,264,238,209,179,177,174,144,132,109,108,94,89,83,75"
80522,Total War: SHOGUN 2 - Music Dev Diary (IT),,,100,19676,1841,90,20000,0,0,0,0,0,0,0,0,,,"692,399,388,368,334,271,203,186,153,144,130,118,111,100,85,81,76,72,62,55"
80523,Total War: SHOGUN 2 - Music Dev Diary (DE),The Creative Assembly,SEGA,100,19698,1841,90,20000,0,0,0,0,0,0,0,0,,,"692,399,388,368,334,271,203,186,153,144,130,118,111,100,85,81,76,72,62,55"
80524,Total War: SHOGUN 2 - Music Dev Diary (FR),The Creative Assembly,SEGA,100,19716,1838,90,20000,0,0,0,0,0,0,0,0,,,"672,399,388,368,334,271,203,186,153,144,130,118,111,101,85,81,76,72,62,54"
80525,Total War Shogun 2 - Music Dev Diary AU (EN),,,100,19728,1886,89,20000,0,0,0,0,0,0,0,0,,,"674,400,389,368,334,271,203,187,153,144,132,119,111,101,85,81,76,72,62,54"
80526,Total War Shogun 2 - Gameplay UK (EN),,,100,19685,1841,90,20000,0,0,0,0,0,0,0,0,,,"692,399,388,368,334,271,203,186,153,144,130,118,111,100,85,81,76,72,62,55"
80527,Total War: SHOGUN 2 - Gameplay (RU),The Creative Assembly,SEGA,100,19710,1838,90,20000,0,0,0,0,0,0,0,0,,,"673,400,388,368,334,271,203,186,153,144,131,118,111,101,85,81,76,72,62,54"
80528,Total War: SHOGUN 2 - Gameplay (PL),The Creative Assembly,SEGA,,22616,2324,0,20000,0,0,0,0,0,0,0,0,,,"1010,548,527,458,429,331,264,238,211,179,177,174,144,132,109,108,94,89,83,75"
80529,Total War: SHOGUN 2 - Gameplay (IT),,,,22588,2280,0,20000,0,0,0,0,0,0,0,0,,,"1011,549,526,459,429,332,264,238,209,179,177,174,144,132,109,108,94,89,83,75"
80530,Total War: SHOGUN 2 - Gameplay (FR),,,,22621,2333,0,20000,0,0,0,0,0,0,0,0,,,"1011,549,528,459,430,332,265,239,212,180,178,175,145,133,110,109,95,90,84,75"
80531,Total War Shogun 2 - Gameplay (ES),,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80532,Total War: SHOGUN 2 - Gameplay (DE),The Creative Assembly,SEGA,100,19713,1845,90,20000,0,0,0,0,0,0,0,0,,,"673,400,388,368,334,271,203,186,153,144,131,118,111,101,85,81,76,72,62,54"
80533,Total War Shogun 2 - Gameplay AU (EN),,,100,19624,1834,90,20000,0,0,0,0,0,0,0,0,,,"691,398,388,368,333,271,203,186,153,143,130,117,111,100,85,81,75,71,62,55"
80534,Total War: SHOGUN 2 - Battle Report (IT),,,,22620,2332,0,20000,0,0,0,0,0,0,0,0,,,"1011,549,528,459,430,332,265,239,212,180,178,175,145,133,110,109,95,90,84,75"
80535,Total War: SHOGUN 2 - Battle Report (FR),,,100,19679,1840,90,20000,0,0,0,0,0,0,0,0,,,"692,399,388,368,334,271,203,186,153,144,130,118,111,100,85,81,76,72,62,55"
80536,Total War: SHOGUN 2 - Battle Report (ES),,,,22576,2260,0,20000,0,0,0,0,0,0,0,0,,,"1011,549,526,459,429,332,264,238,209,179,177,174,144,132,109,108,94,89,83,75"
80537,Total War: SHOGUN 2 - Battle Report PEGI (EN),The Creative Assembly,SEGA,100,19674,1839,90,20000,0,0,0,0,0,0,0,0,,,"692,399,388,368,334,271,203,186,153,144,130,118,111,100,85,81,76,72,62,55"
80538,Total War Shogun 2 - Battle Report AU (EN),,,100,19663,1840,90,20000,0,0,0,0,0,0,0,0,,,"692,399,388,368,334,271,203,186,153,144,130,118,111,100,85,81,76,72,62,55"
80539,Total War: SHOGUN 2 - Battle Report (DE),The Creative Assembly,SEGA,,22606,2315,0,20000,0,0,0,0,0,0,0,0,,,"1011,548,527,459,429,332,264,238,210,179,177,174,144,132,109,108,94,89,83,75"
80540,Total War: SHOGUN 2 - Gameplay (ES),,,,22573,2258,0,20000,0,0,0,0,0,0,0,0,,,"1011,549,526,459,429,332,264,238,209,179,177,174,144,132,109,108,94,89,83,75"
80541,Total War Shogun 2 - Assassination UK (EN),,,100,19679,1840,90,20000,0,0,0,0,0,0,0,0,,,"692,399,388,368,334,271,203,186,153,144,130,118,111,100,85,81,76,72,62,55"
80542,Total War: SHOGUN 2 - Assassination (IT),,,100,19637,1835,90,20000,0,0,0,0,0,0,0,0,,,"691,398,388,368,333,271,203,186,153,143,130,117,111,100,85,81,75,71,62,55"
80543,Total War: SHOGUN 2 - Assassination (FR),The Creative Assembly,SEGA,100,19710,1838,90,20000,0,0,0,0,0,0,0,0,,,"672,399,388,368,334,271,203,186,153,144,130,118,111,101,85,81,76,72,62,54"
80544,Total War: SHOGUN 2 - Assassination (ES),The Creative Assembly,SEGA,100,19742,1912,89,20000,0,0,0,0,0,0,0,0,,,"694,400,389,368,334,271,203,187,153,144,132,119,111,101,85,81,76,72,62,54"
80545,Total War: SHOGUN 2 - Assassination (DE),,,100,19731,1912,89,20000,0,0,0,0,0,0,0,0,,,"694,400,389,368,334,271,203,187,153,144,132,119,111,101,85,81,76,72,62,54"
80546,Total War Shogun 2 - Assassination AU (EN),,,100,19685,1841,90,20000,0,0,0,0,0,0,0,0,,,"692,399,388,368,334,271,203,186,153,144,130,118,111,100,85,81,76,72,62,55"
80547,Total War: SHOGUN 2 - Announcement (IT),The Creative Assembly,SEGA,100,19737,1890,89,20000,0,0,0,0,0,0,0,0,,,"674,400,389,368,334,271,203,187,153,144,132,119,111,101,85,81,76,72,62,54"
80548,Total War: SHOGUN 2 - Announcement (FR),The Creative Assembly,SEGA,,22604,2310,0,20000,0,0,0,0,0,0,0,0,,,"1011,548,526,459,429,332,264,238,210,179,177,174,144,132,109,108,94,89,83,75"
80549,Total War: SHOGUN 2 - Announcement (ES),The Creative Assembly,SEGA,100,19686,1841,90,20000,0,0,0,0,0,0,0,0,,,"692,399,388,368,334,271,203,186,153,144,130,118,111,100,85,81,76,72,62,55"
80550,Total War Shogun 2 - Announcement UK (EN),,,100,19679,1840,90,20000,0,0,0,0,0,0,0,0,,,"692,399,388,368,334,271,203,186,153,144,130,118,111,100,85,81,76,72,62,55"
80551,Total War Shogun 2 - Announcement AU (EN),,,100,19630,1834,90,20000,0,0,0,0,0,0,0,0,,,"691,398,388,368,333,271,203,186,153,143,130,117,111,100,85,81,75,71,62,55"
80552,Total War: SHOGUN 2 - Announcement (DE),The Creative Assembly,SEGA,100,19685,1841,90,20000,0,0,0,0,0,0,0,0,,,"692,399,388,368,334,271,203,186,153,144,130,118,111,100,85,81,76,72,62,55"
80553,Total War: SHOGUN 2 - Story (RU),The Creative Assembly,SEGA,100,19714,1837,90,20000,0,0,0,0,0,0,0,0,,,"672,399,388,368,334,271,203,186,153,144,130,118,111,101,85,81,76,72,62,54"
80554,Total War: SHOGUN 2 - Story (IT),,,,22592,2299,0,20000,0,0,0,0,0,0,0,0,,,"1011,549,526,459,429,332,264,238,209,179,177,174,144,132,109,108,94,89,83,75"
80555,Total War: SHOGUN 2 - Story (FR),,,100,19737,1890,89,20000,0,0,0,0,0,0,0,0,,,"674,400,389,368,334,271,203,187,153,144,132,119,111,101,85,81,76,72,62,54"
80556,Total War: SHOGUN 2 - Story (ES),,,100,19772,1958,89,20000,0,0,0,0,0,0,0,0,,,"694,400,389,368,334,271,204,187,154,145,132,120,111,101,85,81,76,72,62,54"
80557,Total War: SHOGUN 2 - Story (ESRB) (EN),,,100,19639,1837,90,20000,0,0,0,0,0,0,0,0,,,"692,399,388,368,334,271,203,186,153,144,130,118,111,100,85,81,76,72,62,55"
80558,Total War Shogun 2 - Story UK (EN),,,,22603,2309,0,20000,0,0,0,0,0,0,0,0,,,"1011,548,526,459,429,332,264,238,210,179,177,174,144,132,109,108,94,89,83,75"
80559,Total War Shogun 2 - Story AU (EN),,,100,19686,1841,90,20000,0,0,0,0,0,0,0,0,,,"692,399,388,368,334,271,203,186,153,144,130,118,111,100,85,81,76,72,62,55"
80560,Total War: SHOGUN 2 - Story (DE),,,100,19772,1952,89,20000,0,0,0,0,0,0,0,0,,,"694,400,389,368,334,271,204,187,154,145,132,120,111,101,85,81,76,72,62,54"
80561,Secret of the Magic Crystals HD Trailer,Artery Studios,Artery Studios,,1344,264,0,20000,0,0,0,0,0,0,0,0,,,"104,101,59,50,43,29,25,21,17,17,16,11,6,5"
80562,EVE Online Crimson Harvest,CCP,CCP,,9327,3226,0,20000,0,0,0,0,0,0,0,0,English,,"1,291,778,588,542,500,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
80563,Crasher Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80564,Who's That Flying Trailer,Mediatronic,Kalypso Media Digital,,99,40,0,20000,0,0,0,0,0,0,0,0,,,"29,26,25,12"
80565,Europa Universalis III: Divine Wind Trailer,Paradox Interactive,Paradox Interactive,,1236,253,0,20000,0,0,0,0,0,0,0,0,,,"183,164,135,73,61,56,42,29,29,28,14,13,13,8,8,8,5,5"
80566,Europa Universalis III: Divine Wind Trailer 2,Paradox Interactive,Paradox Interactive,,1201,246,0,20000,0,0,0,0,0,0,0,0,,,"183,164,135,72,60,55,41,28,28,28,14,13,12,8,8,7,6,5"
80567,Magicka Trailer,Arrowhead Game Studios,Paradox Interactive,,20835,1893,0,20000,0,0,0,0,0,0,0,0,,,"633,619,570,434,416,414,407,385,333,313,239,144,136,121,119,105,73,64,62,60"
80568,Dead Space 2 Trailer,Visceral Games,Electronic Arts,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80569,Dead Space 2 Gameplay Trailer,Visceral Games,Electronic Arts,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80570,Trino Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80571,Test Movie 2 Electric Boogaloo,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80572,The Sims 3 Trailer,,,,11722,2504,0,20000,0,0,0,0,0,0,0,0,,,"1231,736,619,593,588,494,344,292,267,255,249,223,215,206,203,155,139,126,110,99"
80573,The Sims 3: World Adventures Trailer,The Sims Studio,Electronic Arts,,12607,2601,0,20000,0,0,0,0,0,0,0,0,,,"1,403,810,677,670,660,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
80574,The Sims 3: Ambitions,,,,11784,2514,0,20000,0,0,0,0,0,0,0,0,,,"1,389,796,669,658,650,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
80575,The Sims 3: Late Night Trailer,,,,12617,2603,0,20000,0,0,0,0,0,0,0,0,,,"1,404,810,677,670,660,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
80576,The Sims 3: High End Loft Trailer,,,,11582,2463,0,20000,0,0,0,0,0,0,0,0,,,"1217,718,607,585,575,492,341,286,267,250,246,222,213,202,199,145,137,123,111,98"
80577,The Sims 3: Fast Lane Trailer,The Sims Studio,Electronic Arts,,11687,2496,0,20000,0,0,0,0,0,0,0,0,,,"1225,730,614,590,585,494,344,290,267,255,249,223,215,205,203,153,139,125,110,99"
80578,Breach Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80579,Breach Gadgets Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80580,MNC Launch Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80581,Space Rangers 2: Reboot Trailer,Elemental Games,"1C Company, 1C-SoftClub",,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80582,Ship Simulator Extremes: Sigita Trailer,VStep,Paradox Interactive,,698,844,0,20000,0,0,0,0,0,0,0,0,"English, German, Spanish",Simulation,"108,39,25,19,17,14,10"
80583,Rift PvP Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80584,King Arthur: Druids Trailer 2,NeoCoreGames,Paradox Interactive,,2,1,0,20000,0,0,0,0,0,0,0,0,,,21
80585,King Arthur: Druids Trailer,NeoCoreGames,Paradox Interactive,,317,119,0,20000,0,0,0,0,0,0,0,0,,,"71,54,29,21,16,13,11,6"
80586,Doc Clock Gameplay Trailer,Stickmen Studios,Stickmen Studios,,80,91,0,20000,0,0,0,0,0,0,0,0,,,"31,26,25,10"
80589,Gratuitous Space Battles: Galactic Conquest Trailer,,,,2,1,0,20000,0,0,0,0,0,0,0,0,,,"22,22,22"
80590,AI War Light of the Spire Trailer,"Arcen Games, LLC","Arcen Games, LLC",,8,0,0,20000,0,0,0,0,0,0,0,0,,,"20,20"
80591,Assassins Creed 2 ESRB Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80592,Bloody Good Time Trailer,Outerlight Ltd.,Ubisoft,,671,207,0,20000,0,0,0,0,0,0,0,0,,,"62,35,32,26,22,10,10,7"
80593,Monday Night Combat Crossfire Trailer,,,,717,204,0,20000,0,0,0,0,0,0,0,0,,,"54,42,40,39,37,37,25,19,16,15,14,11"
80594,Monday Night Combat LaseRazor Trailer,,,,752,215,0,20000,0,0,0,0,0,0,0,0,,,"63,46,45,44,44,38,31,23,21,18,17,13"
80595,Monday Night Combat Ammo Mule Trailer,Uber Entertainment,Uber Entertainment,,752,215,0,20000,0,0,0,0,0,0,0,0,,,"63,46,45,44,44,38,31,23,21,18,17,13"
80596,You Dont Know Jack 2 Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80597,Atom Zombie Smasher Trailer,Blendo Games,Blendo Games,,1426,181,0,20000,0,0,0,0,0,0,0,0,,,"179,140,131,91,72,56,46,45,40,37,30,24,22,22,21,20,16,12,11,11"
80598,Deus Ex: Human Revolution - Adam Jensen (EN) (ESRB),Eidos Interactive,SQUARE ENIX,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80599,Deus Ex: Human Revolution - Adam Jensen (ES),Eidos Interactive,SQUARE ENIX,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80600,Deus Ex: Human Revolution - Adam Jensen (RU),Eidos Interactive,SQUARE ENIX,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80601,Deus Ex: Human Revolution - Adam Jensen (IT),Eidos Interactive,SQUARE ENIX,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80602,Deus Ex: Human Revolution - Adam Jensen (DE),Eidos Interactive,SQUARE ENIX,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80603,Deus Ex: Human Revolution - Adam Jensen (FR),Eidos Interactive,SQUARE ENIX,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80604,Deus Ex Human Revolution - Adam Jensen (EN) (PEGI),,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80605,Crasher Launch Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80606,Cities in Motion Trailer,Colossal Order Ltd.,Paradox Interactive,,605,181,0,20000,0,0,0,0,0,0,0,0,,,"117,61,48,40,37,36,31,26"
80607,Zeit² Trailer,Brightside Games,Ubisoft,,27,7,0,20000,0,0,0,0,0,0,0,0,,,"26,25,19,9,5"
80608,SpaceChem Trailer,,,,3702,323,0,20000,0,0,0,0,0,0,0,0,,,"450,306,290,240,184,172,125,124,66,46,39,39,38,37,30,21,20,17,15"
80609,SpaceChem How To Trailer,Zachtronics Industries,Zachtronics Industries,,3703,325,0,20000,0,0,0,0,0,0,0,0,,,"566,345,332,264,224,195,142,136,82,49,48,48,47,45,36,29,25,19,17"
80610,Total War SHOGUN 2 - CGI Intro (EN) (PEGI,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80611,Total War SHOGUN 2 - CG Intro (EN),The Creative Assembly,SEGA,,22621,2327,0,20000,0,0,0,0,0,0,0,0,,,"1011,549,528,459,430,332,265,239,212,180,178,175,145,133,110,109,95,90,84,75"
80612,Total War SHOGUN 2 - CG Intro (RU),The Creative Assembly,SEGA,100,19669,1840,90,20000,0,0,0,0,0,0,0,0,,,"692,399,388,368,334,271,203,186,153,144,130,118,111,100,85,81,76,72,62,55"
80613,Total War SHOGUN 2 - CGI Intro (DE),,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
