appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,languages,genre,tags
5508,Just Cause 2 The Grapple Trailer,Avalanche,"SQUARE ENIX, Eidos Interactive",,0,0,0,20000,0,0,0,0,0,0,0,0,English,"Action, Adventure",[]
5510,Star Wars Galaxies Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5511,James Camerons Avatar - The Game - Developer Diary 3,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5512,Left 4 Dead 2 Final TV Spot,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5513,Star Trek Online Gameplay Trailer,Cryptic Studios,Atari,,7978,2502,0,20000,0,0,0,0,0,0,0,0,English,Massively Multiplayer,"590,396,369,366,293,283,175,158,158,133,119,105,83,82,81,79,76,66,59,54"
5514,Serious Sam HD Movie 3,Croteam,Devolver Digital,,4235,271,0,20000,0,0,0,0,0,0,0,0,English,Action,"227,175,104,96,85,85,84,83,66,65,63,61,45,45,45,41,41,37,37,34"
5515,Borderlands Zombie Island Trailer,Gearbox Software,2K Games,,23823,2821,0,20000,0,0,0,0,0,0,0,0,English,"Action, RPG","1,117,864,855,760,710,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
5516,Crash Time 3 PEGI Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5517,Crash Time 3 PEGI Trailer 2,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5518,Mass Effect 2 Trailer,BioWare,Electronic Arts,,11071,575,0,20000,0,0,0,0,0,0,0,0,English,RPG,"1,088,999,847,637,630,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
5519,James Camerons Avatar - The Game - Developer Diary 4,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5520,Altitude Trailer 2,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5521,Virtua Tennis 2009 Final Trailer,SEGA,SEGA,,0,0,0,20000,0,0,0,0,0,0,0,0,English,"Sports, Simulation",[]
5522,Fallout 3 Operation Achorage Trailer,Bethesda Game Studios,Bethesda Softworks,,18401,4760,0,20000,0,0,0,0,0,0,0,0,English,RPG,"141,313,261,278,789,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
5523,Fallout 3 Broken Steel Trailer,Bethesda Game Studios,Bethesda Softworks,,17761,4508,0,20000,0,0,0,0,0,0,0,0,English,RPG,"128,212,231,166,718,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
5524,Fallout 3 Mothership Zeta Trailer,Bethesda Game Studios,Bethesda Softworks,,17818,4572,0,20000,0,0,0,0,0,0,0,0,English,RPG,"140,713,221,275,787,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
5525,Fallout 3 Point Lookout Trailer,,,,18353,4723,0,20000,0,0,0,0,0,0,0,0,,,"141,213,261,278,789,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
5526,Fallout 3 Bloodless Trailer,Bethesda Game Studios,Bethesda Softworks,,18373,4736,0,20000,0,0,0,0,0,0,0,0,English,RPG,"141,213,261,278,789,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
5527,EVE Online Dominion Trailer,CCP,CCP,,0,0,0,20000,0,0,0,0,0,0,0,0,,"Massively Multiplayer, RPG",[]
5528,ItzaZoo Trailer,Sabi Games,Sabi Games,,0,0,0,20000,0,0,0,0,0,0,0,0,English,Casual,[]
5529,Everquest Underfoot Trailer,Sony Online Entertainment,Sony Online Entertainment,,0,0,0,20000,0,0,0,0,0,0,0,0,English,Massively Multiplayer,[]
5530,America's Army 3 Full Trailer,U.S. Army,U.S. Army,,1528,729,0,20000,0,0,0,0,0,0,0,0,English,Action,"174,132,124,106,99,83,82,77,75,64,56,53,51,51,43,34,32,27,24,14"
5531,America's Army 3 Authenticity Trailer,,,,1523,731,0,20000,0,0,0,0,0,0,0,0,,,"174,132,125,106,99,83,82,77,75,64,57,53,51,51,44,34,32,27,24,14"
5532,America's Army 3 Basic Combat Training Trailer,,,,1528,729,0,20000,0,0,0,0,0,0,0,0,,,"174,132,124,106,99,83,82,77,75,64,56,53,51,51,43,34,32,27,24,14"
5533,America's Army 3 New Features Trailer,,,,1515,724,0,20000,0,0,0,0,0,0,0,0,,,"159,132,125,106,98,83,76,75,75,64,55,53,51,51,44,34,32,27,24,14"
5534,America's Army 3 Technology Trailer,U.S. Army,U.S. Army,,1525,729,0,20000,0,0,0,0,0,0,0,0,English,Action,"174,132,124,106,99,83,82,77,75,64,56,53,51,51,43,34,32,27,24,14"
5535,Just Cause 2 The Laws of Physics,Avalanche,"SQUARE ENIX, Eidos Interactive",,35045,3358,0,20000,0,0,0,0,0,0,0,0,English,"Action, Adventure","15,981,279,816,799,700,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
5536,Napoleon: Total War Story Mode Trailer,,,,8562,912,0,20000,0,0,0,0,0,0,0,0,,,"340,251,162,144,143,137,136,118,115,100,72,72,56,54,34,24,23,23,20,17"
5537,Europa Universalis III: Heir to the Throne Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5538,ARMA II Eagle Wing Trailer,,,,1738,354,0,20000,0,0,0,0,0,0,0,0,,,"525,430,397,372,352,351,311,304,271,229,212,211,204,188,158,127,126,102,99,72"
5539,Kane & Lynch 2 Trailer,IO Interactive,"SQUARE ENIX, Eidos Interactive",,3014,2031,0,20000,0,0,0,0,0,0,0,0,English,Action,"145,76,72,70,51,45,38,35,34,33,30,28,26,20,16,16,15,13,9,8"
5540,Kane & Lynch 2 Burger Joint Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5541,Zero Gear Trailer,Nimblebit,Nimblebit,,652,173,0,20000,0,0,0,0,0,0,0,0,English,,"56,37,33,32,18,12"
5542,Nuclear Dawn Teaser Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5543,Kane & Lynch 2 Bowling for Shanghai Video,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5544,Foreign Legion Buckets of Blood Gameplay Trailer,,,,185,111,0,20000,0,0,0,0,0,0,0,0,,,"33,28,11,11"
5545,Prince of Persia Forgotten Sands,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5546,James Cameron's Avatar: The Game - Launch Trailer,Ubisoft Montreal,Ubisoft,,0,0,0,20000,0,0,0,0,0,0,0,0,English,"Action, Adventure",[]
5547,Tom Clancys Splinter Cell Conviction - Co-op Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5549,Just Cause 2 An Island In Chaos Trailer,Avalanche,"SQUARE ENIX, Eidos Interactive",,35128,3389,0,20000,0,0,0,0,0,0,0,0,English,"Action, Adventure","15,981,280,816,799,700,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
5550,Dragon Age: Origins Awakening Trailer,,,,95,8,0,20000,0,0,0,0,0,0,0,0,,,"148,72,45,45,45,44,43,42,39,31,28,25,23,23,21,19,19,19,18,17"
5551,Dark Void Trailer,Airtight Games,Capcom,,233,234,0,20000,0,0,0,0,0,0,0,0,English,"Action, Adventure","37,35,18,14,14,8,6,5"
5552,Supreme Commander 2 Trailer,,,,5670,949,0,20000,0,0,0,0,0,0,0,0,,,"421,319,206,198,158,145,131,127,123,103,98,74,51,50,46,23,22,8,5"
5553,Greed: Black Border Trailer,"Head Up Games, Clockstone",Meridian4,,107,154,0,20000,0,0,0,0,0,0,0,0,English,"Action Games, RPG","48,41,19,18,15,12,12,9,5"
5554,Vancouver 2010 UK Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5555,Vancouver 2010 Spain Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5556,Vancouver 2010 Italian Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5557,Vancouver 2010 German Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5558,Vancouver 2010 French Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5559,Vancouver 2010 Australian Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5560,Vancouver 2010 Dutch Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5561,Battlefield Bad Company 2 Squad Story Trailer,DICE,Electronic Arts,,0,0,0,20000,0,0,0,0,0,0,0,0,English,Action,[]
5562,AI War: The Zenith Remnant Trailer,"Arcen Games, LLC","Arcen Games, LLC",,6,0,0,20000,0,0,0,0,0,0,0,0,English,"Strategy, Indie","20,20"
5563,Greed: Black Border Gameplay Trailer,"Headup Games, Clockstone",Meridian4,,106,154,0,20000,0,0,0,0,0,0,0,0,English,"Action, RPG","48,41,19,18,15,12,12,9,5"
5564,LEGO Indiana Jones 2 Trailer,Traveller's Tales,LucasArts,,203,62,0,20000,0,0,0,0,0,0,0,0,English,Adventure,"48,45,19,19,14,13,12,10,8,7,6"
5565,Battlefield Bad Company 2 Limited Edition Unlocks Trailer,DICE,Electronic Arts,,0,0,0,20000,0,0,0,0,0,0,0,0,English,Action,[]
5566,Battlefield Bad Company 2 E3 Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5567,Battlefield Bad Company 2 Moments Episode 3 Panama Canal,DICE,Electronic Arts,,0,0,0,20000,0,0,0,0,0,0,0,0,English,Action,[]
5568,Battlefield Bad Company 2 Moments Episode 2 Arica Harbour,DICE,Electronic Arts,,0,0,0,20000,0,0,0,0,0,0,0,0,English,Action,[]
5569,Battlefield Bad Company 2 Moments Episode 1 Trailer,DICE,Electronic Arts,,0,0,0,20000,0,0,0,0,0,0,0,0,English,Action,[]
5570,Aliens vs. Predator Classic 2000 Trailer,Rebellion,Fox Interactive,,0,0,0,20000,0,0,0,0,0,0,0,0,English,Action,[]
5571,4x4 Hummer Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5572,Lord of the Rings Online Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5573,Nancy Drew: Warnings at Waverly Academy Trailer,Her Interactive,Her Interactive,,49,5,0,20000,0,0,0,0,0,0,0,0,English,Adventure,"42,26,26,15,13,7"
5574,Global Agenda Launch Trailer,Hi-Rez Studios,Hi-Rez Studios,,0,0,0,20000,0,0,0,0,0,0,0,0,English,"Action, RPG, Massively Multiplayer",[]
5575,Alien Breed Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5576,Galcon Fusion Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,English,"Strategy, Indie",[]
5577,Bob Came in Pieces Trailer,Ludosity Interactive,Ludosity Interactive,,69,31,0,20000,0,0,0,0,0,0,0,0,English,"Adventure, Indie","29,26,15,7"
5578,Silent Hunter 5: Dynamic Campaign Trailer,,,,511,735,0,20000,0,0,0,0,0,0,0,0,,,"118,68,64,56,55,55,20,19,13,11"
5579,Mass Effect 2 Launch Trailer,,,,11026,567,0,20000,0,0,0,0,0,0,0,0,,,"1,082,994,841,634,620,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
5580,EverQuest II Sentinel's Fate Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,English,,[]
5581,Toki Tori Trailer,Two Tribes,Two Tribes,,1691,232,0,20000,0,0,0,0,0,0,0,0,English,"Indie, Casual","175,113,106,81,51,50,37,35,34,21,19,10,5"
5582,Sonic & SEGA All-Stars Racing Trailer,Sumo Digital,SEGA,,636,176,0,20000,0,0,0,0,0,0,0,0,English,,"96,42,35,31,31,24,19,16,16,15,14,11,10"
5583,Secrets of the Magic Crystals Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5584,Order of War Challenge Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5585,Simplz Zoo Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5586,Lost Planet Extreme Condition Colonies Edition,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5587,lost planet,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5588,Star Wolves 3: Civil War Trailer,,,,326,93,0,20000,0,0,0,0,0,0,0,0,,,"48,45,43,20,20,10"
5589,Aliens vs. Predator Story Trailer,Rebellion,SEGA,,0,0,0,20000,0,0,0,0,0,0,0,0,English,Action,[]
5590,Aliens vs. Predator Story Trailer (French),,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5591,Aliens vs. Predator Story Trailer (Italian),,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5592,Aliens vs. Predator Story Trailer (Spanish),,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5593,Metro 2033 Trailer,4A Games,THQ,,0,0,0,20000,0,0,0,0,0,0,0,0,English,Action,[]
5594,Speedway League Gameplay Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5595,Order of War: Challenge ESRB Trailer,Wargaming.net,Wargaming.net,,0,0,0,20000,0,0,0,0,0,0,0,0,English,Strategy,[]
5596,Cake Mania Main Street Trailer,Sandlot Games,Sandlot Games,,13,5,0,20000,0,0,0,0,0,0,0,0,English,Casual,"25,5"
5597,Westward IV Trailer,Sandlot Games,Sandlot Games,,12,1,0,20000,0,0,0,0,0,0,0,0,English,"Strategy, Casual","24,23"
5598,Iron Roses Trailer,Cateia Games,Sandlot Games,,4,3,0,20000,0,0,0,0,0,0,0,0,English,"Adventure, Casual","20,20"
5599,Metro 2033 Third Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5600,Metro 2033 Third Trailer,4A Games,THQ,,0,0,0,20000,0,0,0,0,0,0,0,0,English,Action,[]
5601,Front Mission Evolved Trailer,,,,479,309,0,20000,0,0,0,0,0,0,0,0,,,"78,66,33,26,15,13,10,5"
5602,Stargate Resistance Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5603,The Saboteur Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5604,Shattered Horizon Moonrise Trailer,Futuremark Games Studio,Futuremark Games Studio,,0,0,0,20000,0,0,0,0,0,0,0,0,English,Action,[]
5605,Shatter Trailer,Sidhe,Sidhe,,981,67,0,20000,0,0,0,0,0,0,0,0,English,"Action, Indie","97,86,81,60,41,24,21,20,18,18,17,15,15,15,15,6"
5606,Super Laser Racer Trailer,New Star Games Ltd,New Star Games Ltd,,76,11,0,20000,0,0,0,0,0,0,0,0,English,"Action, Racing","31,25,22"
5607,Fallout New Vegas Teaser Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5608,Supreme Commander 2 Colossus Trailer,Gas Powered Games,"SQUARE ENIX, Eidos Interactive",,5670,948,0,20000,0,0,0,0,0,0,0,0,English,Strategy,"421,319,206,198,158,145,131,127,123,103,98,74,51,50,46,23,22,8,5"
5609,Supreme Commander 2 Noah Unit Cannon,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5610,Supreme Commander 2 Pulinsmash Trailer,Gas Powered Games,"SQUARE ENIX, Eidos Interactive",,5677,950,0,20000,0,0,0,0,0,0,0,0,English,Strategy,"421,319,206,198,158,145,131,127,123,103,98,74,51,50,46,23,22,8,5"
5611,Supreme Commander 2 Bomb Bouncer Trailer,Gas Powered Games,"SQUARE ENIX, Eidos Interactive",,5594,926,0,20000,0,0,0,0,0,0,0,0,English,Strategy,"418,316,206,197,157,141,130,127,123,103,98,74,50,50,45,23,23,8,5"
5612,Supreme Commander 2 AC1000 Trailer,Gas Powered Games,"SQUARE ENIX, Eidos Interactive",,5630,929,0,20000,0,0,0,0,0,0,0,0,English,Strategy,"419,316,206,198,157,142,131,127,123,103,98,74,51,50,46,23,23,8,5"
5613,Fluttabyes Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5614,KrissX Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5615,KrissX Trailer Actual,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5616,Mole Control Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5617,Borderlands: The Secret Armory of General Knoxx Trailer,,,,362,109,0,20000,0,0,0,0,0,0,0,0,,,"29,26,8"
5618,Silent Hunter 5 Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5619,Splinter Cell Conviction Story Trailer,Ubisoft Montreal,Ubisoft,,0,0,0,20000,0,0,0,0,0,0,0,0,English,Action,[]
5620,Settlers 7 Economy Tutorial Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5621,Settlers 7 Victory Points Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5622,Just Cause 2 Freedom and Chaos Trailer,Avalanche,"SQUARE ENIX, Eidos Interactive",,33661,3239,0,20000,0,0,0,0,0,0,0,0,English,"Action, Adventure","1337,1121,732,708,704,625,593,542,522,380,374,277,227,178,142,129,124,122,111,89"
5623,Settlers 7 Victory Points Trailer ESRB,Blue Byte,Ubisoft,,0,0,0,20000,0,0,0,0,0,0,0,0,English,Strategy,[]
5626,RUSE Open Beta Improvements,Eugen Systems,Ubisoft,,0,0,0,20000,0,0,0,0,0,0,0,0,English,Strategy,[]
5627,Just Cause 2 Demo Trailer,Avalanche,"SQUARE ENIX, Eidos Interactive",,35171,3398,0,20000,0,0,0,0,0,0,0,0,English,"Action, Adventure","15,991,281,818,801,700,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
5628,Metro 2033 Ghosts of the Metro Trailer,4A Games,THQ,,0,0,0,20000,0,0,0,0,0,0,0,0,English,Action,[]
5629,Mole Control Trailer 2,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5630,RUSE Open Beta Introduction,Eugen Systems,Ubisoft,,0,0,0,20000,0,0,0,0,0,0,0,0,English,Strategy,[]
5631,Silent Hunter 5 - Launch Trailer,,,,546,794,0,20000,0,0,0,0,0,0,0,0,,,"126,73,70,61,59,59,23,22,21,14"
5632,Prince of Persia: The Forgotten Sands - Gameplay Reveal Trailer,,,,535,273,0,20000,0,0,0,0,0,0,0,0,,,"66,62,35,28,27,23,18,8,6"
5633,Silent Hunter 5 - Gameplay Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5634,Sol Survivor Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5635,Sol Survivor Trailer,,,,305,31,0,20000,0,0,0,0,0,0,0,0,,,"67,50,39,20,19,16,13,6,5"
5636,Command and Conquer 4 Cinematics Trailer,EA Los Angeles,Electronic Arts,,401,1811,0,20000,0,0,0,0,0,0,0,0,English,Strategy,"89,67,35,32,24,6,5"
5637,Command and Conquer 4 Multiplayer Trailer,EA Los Angeles,Electronic Arts,97,370,1655,17,20000,0,0,0,0,0,0,0,0,English,Strategy,"84,62,34,30,23"
5638,Dragon Age: Origins Awakening Launch Trailer,BioWare,Electronic Arts,,95,8,0,20000,0,0,0,0,0,0,0,0,English,RPG,"148,72,45,45,45,44,43,42,39,31,28,25,23,23,21,19,19,19,18,17"
5639,MLB 2K10 Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5640,Avencast: Rise of the GameplayAv,,,,353,177,0,20000,0,0,0,0,0,0,0,0,,,"110,54,42,40,33,33,32,30,28,11,10"
5641,Just Cause 2 Launch Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5642,Batman Game of the Year Edition Trailer,Rocksteady Studios,"SQUARE ENIX, Eidos Interactive",,0,0,0,20000,0,0,0,0,0,0,0,0,English,"Action, Adventure",[]
5643,Sam & Max: The Devils Playhouse Trailer,Telltale Games,Telltale Games,100,304,33,92,20000,0,0,0,0,0,0,0,0,English,Adventure,"82,67,45,41,33,30,25,24,10"
5644,2XL Supercross Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5645,The Scourge Project: Episode 1 and 2 Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5646,Dark Void Zero Trailer,Other Ocean Interactive,Capcom,,132,140,0,20000,0,0,0,0,0,0,0,0,English,"Action, Adventure","31,28,15,13,8,6,6"
5647,Order of War: Challenge Teaser Trailer,Wargaming.net,Wargaming.net,,0,0,0,20000,0,0,0,0,0,0,0,0,English,Strategy,[]
5648,Serious Sam HD: The Second Encounter Announcement Video,Croteam,Devolver Digital,,255,18,0,20000,0,0,0,0,0,0,0,0,English,Action,"197,186,115,107,100,93,87,70,69,66,64,62,60,57,45,44,44,44,39,39"
5649,The Misadventures of P.B. Winterbottom Trailer,The Odd Gentlemen,2K Play,,333,45,0,20000,0,0,0,0,0,0,0,0,English,"Indie, Adventure","53,43,37,34,25,23,20,18,8"
5650,Lead and Gold Launch Trailer,Fatshark,Paradox Interactive,,1495,556,0,20000,0,0,0,0,0,0,0,0,English,Action,"96,76,48,43,30,28"
5651,Lead and Gold Trapper Trailer,Fatshark,Paradox Interactive,,1468,547,0,20000,0,0,0,0,0,0,0,0,English,Action,"77,70,43,39,27,23"
5652,Supreme Commander 2 Flowfield Trailer,,,,5306,900,0,20000,0,0,0,0,0,0,0,0,,,"328,245,178,164,131,110,107,106,103,83,80,59,31,28,27,9"
5653,Supreme Commander 2 Multiplayer Trailer,Gas Powered Games,"SQUARE ENIX, Eidos Interactive",,5689,951,0,20000,0,0,0,0,0,0,0,0,English,Strategy,"421,320,206,198,158,145,131,127,123,103,98,74,51,50,46,23,22,8,5"
5654,Supreme Commander 2 Story Final Trailer,Gas Powered Games,"SQUARE ENIX, Eidos Interactive",,5689,951,0,20000,0,0,0,0,0,0,0,0,English,Strategy,"421,320,206,198,158,145,131,127,123,103,98,74,51,50,46,23,22,8,5"
5655,Supreme Commander 2 Tech and Strategy Trailer,,,,5663,942,0,20000,0,0,0,0,0,0,0,0,,,"419,318,206,198,157,145,131,127,123,103,98,74,51,50,46,23,23,8,5"
5656,Grand Theft Auto: Episodes from Liberty City Trailer ,,,,6400,2345,0,20000,0,0,0,0,0,0,0,0,,,"296,265,151,151,114,108,106,105,100,86,80,76,69,61,57,53,53,50,49,41"
5657,Lead and Gold Release Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5658,Splinter Cell Conviction Multiplayer Part 3,Ubisoft Montreal,Ubisoft,,0,0,0,20000,0,0,0,0,0,0,0,0,English,Action,[]
5659,Splinter Cell Conviction Multiplayer Part 2,Ubisoft Montreal,Ubisoft,,0,0,0,20000,0,0,0,0,0,0,0,0,English,Action,[]
5660,Splinter Cell Conviction Multiplayer Part 1,Ubisoft Montreal,Ubisoft,,0,0,0,20000,0,0,0,0,0,0,0,0,English,Action,[]
5661,Prince of Persia: The Forgotten Sands Gameplay Trailer,Ubisoft Montreal,Ubisoft,98,506,253,66,20000,0,0,0,0,0,0,0,0,English,"Action, Adventure","66,62,34,28,27,22,18,5"
5662,Luftwaffe_teaser,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5663,Wings of Luftwaffe Trailer,Gaijin Entertainment,Gaijin Entertainment,,8,19,0,20000,0,0,0,0,0,0,0,0,,Simulation,23
5664,ArmA II CDF Trailer,,,,1727,358,0,20000,0,0,0,0,0,0,0,0,,,"476,401,387,354,335,328,299,295,265,220,205,195,193,183,152,123,117,97,93,71"
5665,ArmA II NAPA Trailer,,,,1728,357,0,20000,0,0,0,0,0,0,0,0,,,"476,402,387,354,335,329,300,295,264,220,205,196,195,184,152,123,117,97,93,71"
5666,M.U.D. TV Trailer,Realmforge Studios,Kalypso Media Digital,,70,86,0,20000,0,0,0,0,0,0,0,0,English,"Strategy, Simulation","35,32,8"
5667,Rise of Prussia Trailer,"Ageod, Paradox Interactive",Paradox Interactive,,0,0,0,20000,0,0,0,0,0,0,0,0,English,Strategy,[]
5668,Im Not Alone Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5669,Worms Reloaded Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5670,Tomb Raider Legend Trailer,,,,1790,262,0,20000,0,0,0,0,0,0,0,0,,,"158,144,113,100,82,74,65,57,46,41,28,21,19,14,9,6,6,5,5"
5671,Just Cause 2 Launch Trailer - French,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5672,Just Cause 2 Launch Trailer - Italian,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5673,Just Cause 2 Launch Trailer - Spanish,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5674,AquaNox Trailer,,,,152,57,0,20000,0,0,0,0,0,0,0,0,,,"51,24,18,17,15,12,10,9,8,5"
5675,AquaNox 2 Trailer,Nordic Games,Nordic Games,,111,36,0,20000,0,0,0,0,0,0,0,0,English,Action,"38,20,13,13,12,11,10"
5676,Trine - Path To New Dawn Trailer,Frozenbyte,Frozenbyte,,9806,422,0,20000,0,0,0,0,0,0,0,0,English,"Action, Indie","542,406,357,295,256,252,238,213,200,148,136,111,105,87,83,81,76,69,67,66"
5677,BLUR1_trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5678,BLUR2_trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5679,BLUR3a_trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5680,BLUR4_trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5681,The Whispered World Trailer,Daedalic Entertainment,"Deep Silver, Viva Media",,0,0,0,20000,0,0,0,0,0,0,0,0,English,Adventure,[]
5682,Booster Trooper Trailer,DnS Development,DnS Development,,93,96,0,20000,0,0,0,0,0,0,0,0,English,"Action, Indie","34,26,17,13,5"
5683,Agatha Christie: Murder on the Orient Express Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5684,Agatha Christie: And then there were none Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5685,Agatha Christie: Evil under the sun Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5686,Shattered Horizon Firepower Trailer,Futuremark Games Studio,Futuremark Games Studio,,0,0,0,20000,0,0,0,0,0,0,0,0,,"Action, Indie",[]
5687,Altitude Gameplay Trailer,Nimbly Games,Nimbly Games,,1560,128,0,20000,0,0,0,0,0,0,0,0,,"Action, Indie","102,90,81,79,76,67,60,52,29,17,11,6"
5688,Serious Sam HD: The Second Encounter Launch Video,Croteam,Devolver Digital,,252,17,0,20000,0,0,0,0,0,0,0,0,English,Action,"197,186,115,107,100,93,87,70,69,66,64,62,60,57,45,44,44,44,39,39"
5689,Serious Sam HD: The Second Encounter - House of Sam Video,,,,251,17,0,20000,0,0,0,0,0,0,0,0,,,"197,186,115,107,100,93,87,70,69,66,64,62,60,57,45,44,44,44,39,39"
5690,Sid Meier's Civilization V Teaser,Firaxis Games,2K Games,,129430,5609,0,20000,0,0,0,0,0,0,0,0,,Strategy,"475,641,072,430,223,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
5691,Rocket Knight Trailer,Climax Studios,"Konami Digital Entertainment, Inc.",,0,0,0,20000,0,0,0,0,0,0,0,0,,"Action, Adventure",[]
5692,F.E.A.R. Teaser Trailer 1,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5693,F.E.A.R. E3 Trailer 1,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5694,F.E.A.R. - E3 Trailer,Monolith ,Warner Bros. Interactive Entertainment,,0,0,0,20000,0,0,0,0,0,0,0,0,,Action,[]
5695,F.E.A.R. - Teaser ,Monolith ,Warner Bros. Interactive Entertainment,,0,0,0,20000,0,0,0,0,0,0,0,0,,Action,[]
